Type,Mean_income,Method,Group,Variable_name,Year,Gini
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1980,NA
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1981,NA
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1982,NA
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1983,NA
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1984,NA
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1985,NA
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1986,NA
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1987,NA
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1988,66.7862607950771
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1989,66.9127113205817
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1990,66.947773440669
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1991,66.8343861650273
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1992,66.6699951344856
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1993,66.4270673902022
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1994,66.3042178554289
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1995,66.0002896121437
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1996,65.6651515311703
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1997,65.5991653235135
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1998,65.5987114750426
NET,GDPPC,LD,W145,GINI_NET_LD_W145,1999,65.4897822049351
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2000,65.4611731938122
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2001,65.1281957645431
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2002,64.7843285230127
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2003,64.3119694454824
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2004,63.9056022871768
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2005,63.3146668804574
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2006,62.6981257358639
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2007,61.9311723179591
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2008,61.3293410143895
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2009,60.1720045274376
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2010,59.6581251173689
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2011,59.2636838639044
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2012,58.5775841580951
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2013,58.2165425538182
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2014,58.0176964129952
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2015,57.9415291558541
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2016,57.734791992803
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2017,57.7513689037821
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2018,57.506921542079
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2019,57.3326835828583
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2020,57.2219612853274
NET,GDPPC,LD,W145,GINI_NET_LD_W145,2021,57.2868961510044
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1980,NA
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1981,NA
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1982,NA
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1983,NA
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1984,NA
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1985,NA
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1986,NA
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1987,NA
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1988,67.5625722568827
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1989,67.702506069803
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1990,67.7563875417398
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1991,67.661033162441
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1992,67.515366687967
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1993,67.2800094749255
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1994,67.1758400132124
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1995,66.8941201344431
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1996,66.5692126070537
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1997,66.515562324886
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1998,66.5211117314734
NET,GDPPC,PD,W145,GINI_NET_PD_W145,1999,66.4379327362836
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2000,66.4343424584061
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2001,66.1541270604922
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2002,65.8720703860719
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2003,65.4514717557349
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2004,65.1009825128824
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2005,64.509866091115
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2006,63.9164645026018
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2007,63.195983315508
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2008,62.6322748380047
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2009,61.5332078451229
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2010,61.0696656944198
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2011,60.7081093169639
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2012,59.9827725549313
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2013,59.59128967098
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2014,59.3691837379337
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2015,59.2778339084249
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2016,59.0590239750248
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2017,59.0702674270669
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2018,58.8187173305109
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2019,58.6519212281632
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2020,58.5724374400531
NET,GDPPC,PD,W145,GINI_NET_PD_W145,2021,58.6463625428603
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1980,NA
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1981,NA
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1982,NA
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1983,NA
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1984,NA
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1985,NA
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1986,NA
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1987,NA
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1988,66.5020222512729
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1989,66.6262943165461
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1990,66.8264428685908
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1991,66.9867990089671
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1992,67.2207911915487
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1993,66.7239649660535
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1994,66.4302061898413
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1995,66.4916585202072
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1996,65.4481504979772
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1997,66.0264595669164
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1998,65.5998541603213
NET,GDPPC,WD,W145,GINI_NET_WD_W145,1999,65.736462533789
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2000,65.4046943345566
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2001,65.2977798799695
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2002,64.8475999446032
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2003,64.2072654685587
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2004,64.1881599248812
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2005,63.834264423132
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2006,62.9702527783268
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2007,62.3232180768709
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2008,61.18362456846
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2009,60.4807298804799
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2010,59.777078776697
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2011,59.3957768569777
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2012,58.6587660748819
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2013,58.3914457660385
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2014,58.1723753921219
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2015,58.1791839658643
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2016,57.8915406329387
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2017,57.9720900580505
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2018,57.9103252845669
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2019,57.6734855171325
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2020,57.4555339869323
NET,GDPPC,WD,W145,GINI_NET_WD_W145,2021,57.6007568254722
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1980,NA
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1981,NA
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1982,NA
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1983,NA
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1984,NA
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1985,NA
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1986,NA
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1987,NA
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1988,37.7562986839913
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1989,37.8648690351793
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1990,38.0069681674314
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1991,38.197453879121
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1992,38.438311563915
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1993,38.7028023336816
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1994,38.9534303378613
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1995,39.1555555555555
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1996,39.275895506792
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1997,39.368514106583
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1998,39.44576384535
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,1999,39.5052330198536
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2000,39.552606060606
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2001,39.5830804597701
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2002,39.5979310344827
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2003,39.5937931034483
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2004,39.5862931034483
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2005,39.5594827586207
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2006,39.4908275862068
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2007,39.3918390804597
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2008,39.2753908045977
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2009,39.1633735632184
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2010,39.0464885057471
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2011,38.9437183908045
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2012,38.8199310344827
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2013,38.7198505747126
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2014,38.5890831820931
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2015,38.4690139373633
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2016,38.3500534438338
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2017,38.2488889876004
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2018,38.1902682979452
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2019,38.1419924358762
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2020,38.0895786427728
NET,GDPPC,Average_U,W145,GINI_NET_Average_U_W145,2021,38.0661303669107
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1980,NA
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1981,NA
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1982,NA
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1983,NA
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1984,NA
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1985,NA
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1986,NA
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1987,NA
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1988,36.3353991694029
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1989,36.6268254866149
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1990,36.843699696847096
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1991,37.124958536647
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1992,37.6136716593666
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1993,38.1353822634898
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1994,38.5705676238421
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1995,38.8411659967761
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1996,38.9448129539766
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1997,39.1509258844917
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1998,39.332793703286
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,1999,39.5861267196581
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2000,39.8296308566972
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2001,40.2503635606081
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2002,40.6400206411071
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2003,40.9365589460365
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2004,41.1895872508909
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2005,41.0795709982391
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2006,41.0451356881611
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2007,41.0181515061213
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2008,41.0527890879632
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2009,41.0769055738738
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2010,41.1747041703823
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2011,41.3698274492539
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2012,40.8102224431724
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2013,40.2912943221124
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2014,40.1073863140529
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2015,39.9452103730932
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2016,39.8032244899654
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2017,39.7384099893902
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2018,39.6945232437989
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2019,39.6236174535123
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2020,39.4981512731512
NET,GDPPC,Average_W,W145,GINI_NET_Average_W_W145,2021,39.5196308243661
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1980,NA
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1981,NA
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1982,NA
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1983,NA
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1984,NA
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1985,NA
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1986,NA
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1987,NA
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1988,69.9097543375871
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1989,70.0148144749708
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1990,70.0368203165722
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1991,69.9396808025579
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1992,69.7637932846906
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1993,69.5694717004283
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1994,69.4537297728066
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1995,69.1754555203071
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1996,68.8749323372108
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1997,68.8018302208691
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1998,68.7982077303942
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,1999,68.6819245035525
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2000,68.6447161955458
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2001,68.2939619381095
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2002,67.9258545435178
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2003,67.5297258012057
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2004,67.2055196768838
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2005,66.6929189321745
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2006,66.1351911680852
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2007,65.5032205420547
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2008,65.0597811291362
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2009,64.1053087787621
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2010,63.756661144545
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2011,63.4849152894256
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2012,62.9962951412997
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2013,62.7836026665947
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2014,62.5438008893897
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2015,62.4297255181966
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2016,62.2289756111958
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2017,62.2648948034595
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2018,62.0572548070045
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2019,61.8726440084475
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2020,61.9084533767717
MKT,GDPPC,LD,W145,GINI_MKT_LD_W145,2021,61.9413101962242
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1980,NA
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1981,NA
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1982,NA
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1983,NA
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1984,NA
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1985,NA
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1986,NA
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1987,NA
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1988,70.1395507126867
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1989,70.2571994352115
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1990,70.2981037129243
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1991,70.1958903758237
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1992,70.0102250309282
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1993,69.7723671532688
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1994,69.6397989859181
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1995,69.3660682673816
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1996,69.0725084238082
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1997,69.008090603473
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1998,69.0069132799965
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,1999,68.9118990766453
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2000,68.8886780318742
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2001,68.5475187671997
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2002,68.2052162127135
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2003,67.8421713522001
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2004,67.5466480586209
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2005,67.0399026747792
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2006,66.5079173494808
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2007,65.9031435908084
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2008,65.4416343441945
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2009,64.4542406987821
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2010,64.0989996222887
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2011,63.8165619158933
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2012,63.2864411371955
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2013,63.0528385309071
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2014,62.7887434405746
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2015,62.6565817572446
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2016,62.4380574276599
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2017,62.4722199356005
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2018,62.2581990630328
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2019,62.0769136396894
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2020,62.083643759006
MKT,GDPPC,PD,W145,GINI_MKT_PD_W145,2021,62.1260106749113
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1980,NA
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1981,NA
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1982,NA
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1983,NA
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1984,NA
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1985,NA
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1986,NA
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1987,NA
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1988,70.4450882950315
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1989,70.5655187891739
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1990,69.9964443279263
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1991,70.163679578694
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1992,70.4079853042598
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1993,69.9860896655512
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1994,69.6840408533282
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1995,69.7885695248772
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1996,69.7862999762366
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1997,69.2984575001407
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1998,69.42605980371
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,1999,69.0019391820921
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2000,69.1857764622619
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2001,68.6336832053866
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2002,68.1531542949874
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2003,68.0942663445589
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2004,67.6431051468873
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2005,67.2878198746968
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2006,66.4764057377655
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2007,65.8743513693427
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2008,65.6839644635024
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2009,64.6100842494732
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2010,64.1553584062585
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2011,63.8880008547871
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2012,63.6947029137483
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2013,63.1093845717862
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2014,62.919792999383
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2015,62.939963120723
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2016,62.8852801162405
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2017,62.6911289677994
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2018,62.6015588133481
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2019,62.431668323091
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2020,62.378045259168
MKT,GDPPC,WD,W145,GINI_MKT_WD_W145,2021,62.5282754183076
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1980,NA
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1981,NA
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1982,NA
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1983,NA
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1984,NA
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1985,NA
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1986,NA
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1987,NA
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1988,44.5266642928535
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1989,44.6643042910362
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1990,44.8400576870655
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1991,45.0513110603788
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1992,45.3244966039707
MKT,GDPPC,Average_U,W145,GINI_MKT_Average_U_W145,1993,45.5991162486938
